Course Name,Institute Name,Rating,Reviews,Skills,Level,Course Type,Duration
Amazon Bedrock - Getting Started with Generative AI,Amazon Web Services,4.5,82 reviews,"Skills you'll gain: Generative AI, Amazon Web Services, Artificial Intelligence and Machine Learning (AI/ML), Artificial Intelligence, Application Development, Cloud API, Application Programming Interface (API)",Beginner,Course,1 - 4 Weeks
Supervised Text Classification for Marketing Analytics,University of Colorado Boulder,3.1,14 reviews,"Skills you'll gain: Supervised Learning, Marketing Analytics, Machine Learning, Deep Learning, Tensorflow, Scikit Learn (Machine Learning Library), Python Programming, Marketing, Natural Language Processing, Google Cloud Platform, Data Processing, Artificial Neural Networks, Text Mining, Performance Metric",Beginner,Course,1 - 4 Weeks
Ethical Issues in Data Science,University of Colorado Boulder,4.7,40 reviews,"Skills you'll gain: Data Ethics, Ethical Standards And Conduct, Data Integrity, Data Security, Data Science, Computer Security Awareness Training, Health Care, Machine Learning Algorithms, Algorithms, Law, Regulation, and Compliance, Information Privacy, Artificial Intelligence, Interviewing Skills, Diversity Awareness",Beginner,Course,1 - 3 Months
LangChain for LLM Application Development,DeepLearning.AI,4.7,101 reviews,"Skills you'll gain: OpenAI, Generative AI, Application Development, Application Frameworks, Natural Language Processing, Artificial Intelligence, Unstructured Data",Beginner,Project,Less Than 2 Hours
Generative AI for Business Consultants,Fractal Analytics,4.4,69 reviews,"Skills you'll gain: Generative AI, Data Ethics, OpenAI, ChatGPT, Artificial Intelligence, Business Consulting, Leadership, Consultative Approaches, Management Consulting, Interactive Learning, Technical Consulting, Governance, Customer Insights, Client Services, Data-Driven Decision-Making, Artificial Intelligence and Machine Learning (AI/ML), Solution Architecture, Automation, Human Computer Interaction, Information Privacy",Beginner,Specialization,1 - 3 Months
Supply Chain Software Tools,Unilever,4.7,39 reviews,"Skills you'll gain: Supply Chain Systems, Supply Chain Management, Data Management, Data Lakes, Supply Chain Planning, Data Analysis Software, Real Time Data, Business Technologies, Inventory Management System, Forecasting, Analytics, Demand Planning, Advanced Analytics, Predictive Analytics, Data-Driven Decision-Making, Artificial Intelligence",Beginner,Course,1 - 4 Weeks
Exploratory Data Analysis in AWS,Whizlabs,N/A,N/A,"Skills you'll gain: AWS Kinesis, Amazon Redshift, Data Analysis, Real Time Data, Applied Machine Learning, Data Pipelines, Data Processing, Extract, Transform, Load, Exploratory Data Analysis, Amazon S3, Data Warehousing, Data Sharing, Data Visualization Software",Beginner,Course,1 - 4 Weeks
Setting a Generative AI Strategy,Coursera,4.7,56 reviews,"Skills you'll gain: Generative AI, Strategic Thinking, Business Strategy, Technology Strategies, Business Modeling, Customer Insights, Strategic Decision-Making, Value Propositions, Artificial Intelligence, Organizational Effectiveness, Operational Efficiency, Trend Analysis",Beginner,Course,1 - 4 Weeks
Foundations of Local Large Language models,Duke University,4.5,14 reviews,"Skills you'll gain: Generative AI, Application Deployment, Cloud Computing, Other Programming Languages, Data Ethics, MLOps (Machine Learning Operations), Artificial Intelligence, Risk Management Framework, Natural Language Processing, Open Source Technology, Rust (Programming Language)",Beginner,Course,1 - 4 Weeks
Introduction to Python Functions,University of Colorado Boulder,4.8,53 reviews,"Skills you'll gain: Scripting, Scripting Languages, Python Programming, Data Science, Programming Principles, Computer Programming",Beginner,Course,1 - 4 Weeks
Mastering Data Analysis with Pandas: Learning Path Part 3,Coursera Project Network,4.7,17 reviews,"Skills you'll gain: Pandas (Python Package), Data Analysis, Data Manipulation, Exploratory Data Analysis, Python Programming, Data Transformation",Beginner,Guided Project,Less Than 2 Hours
Implementing Supply Chain Analytics,Unilever,4.6,41 reviews,"Skills you'll gain: Descriptive Analytics, Supply Chain, Supply Chain Management, Supply Chain Planning, Transportation, Supply Chain, and Logistics, Predictive Analytics, Forecasting, Inventory Management System, Data-Driven Decision-Making, Business Analytics, Advanced Analytics, Analytics, SQL, Data Presentation, Data Analysis, Technical Communication, Data Manipulation, Statistical Reporting, Python Programming",Beginner,Course,1 - 4 Weeks
Analyze Data in Azure ML Studio,Coursera Project Network,N/A,N/A,"Skills you'll gain: Descriptive Statistics, Jupyter, Microsoft Azure, Data Visualization, Feature Engineering, Data Analysis, Statistics, Exploratory Data Analysis, Data Visualization Software, Correlation Analysis, Machine Learning",Beginner,Guided Project,Less Than 2 Hours
Text Marketing Analytics,University of Colorado Boulder,3.1,15 reviews,"Skills you'll gain: Network Analysis, Unsupervised Learning, Supervised Learning, Unstructured Data, Marketing Analytics, Machine Learning, Deep Learning, Text Mining, Tensorflow, Scikit Learn (Machine Learning Library), Python Programming, Market Analysis, Data Visualization, Semantic Web, Marketing, JSON, Data Science, Data Structures, Natural Language Processing, Data Visualization Software",Beginner,Specialization,3 - 6 Months
Databricks to Local LLMs,Duke University,4.4,7 reviews,"Skills you'll gain: Databricks, Generative AI, Data Lakes, Extract, Transform, Load, MLOps (Machine Learning Operations), Data Transformation, Data Pipelines, Apache Spark, Data Analysis, Data Processing, Data Ethics, Data Science, CI/CD, Artificial Intelligence, Data Governance, Risk Modeling",Beginner,Course,1 - 4 Weeks
Mastering Data Analysis with Pandas: Learning Path Part 4,Coursera Project Network,4.8,16 reviews,"Skills you'll gain: Pandas (Python Package), Data Analysis, Data Manipulation, Time Series Analysis and Forecasting, Python Programming",Beginner,Guided Project,Less Than 2 Hours
Simulation Models for Decision Making,University of Minnesota,4.5,52 reviews,"Skills you'll gain: Probability Distribution, Probability, Simulation and Simulation Software, Statistics, Microsoft Excel, Complex Problem Solving, Business Process Modeling, Business Modeling, Risk Modeling, Financial Modeling, Statistical Analysis, Decision Making, Data Analysis",Beginner,Course,1 - 4 Weeks
Introduction to Automotive Embedded Systems,Starweaver,4.3,19 reviews,"Skills you'll gain: Embedded Systems, Cybersecurity, Internet Of Things, Software Development, Electronic Components, Systems Integration, Debugging, C (Programming Language), Reliability, Real Time Data",Beginner,Course,1 - 4 Weeks
Data Science Companion,MathWorks,4.9,11 reviews,"Skills you'll gain: Data Science, Data Processing, Machine Learning, Supervised Learning, Geographic Information Systems, Big Data, Data Visualization, Data Analysis, Amazon Web Services, Cloud Computing, Matlab, Regression Analysis",Beginner,Course,1 - 4 Weeks
Interviewing for DS/AI Roles,"University of California, Irvine",4.9,15 reviews,"Skills you'll gain: Goal Setting, Interviewing Skills, Professional Networking, Negotiation, Workforce Planning, Professional Development, Data Science, LinkedIn, Artificial Intelligence, Machine Learning, Compensation and Benefits, Applicant Tracking Systems, Data Analysis, Recruitment, Events and Conferences, Data Architecture, Presentations, Technical Management, Big Data, Job Analysis",Beginner,Specialization,1 - 3 Months
Generative AI Architecture and Application Development,Edureka,4,8 reviews,"Skills you'll gain: Generative AI, Data Ethics, Information Privacy, Deep Learning, Natural Language Processing, Artificial Intelligence, Application Development, Machine Learning Methods, Data Security, Performance Tuning, Scalability",Beginner,Course,1 - 3 Months
"ML Parameters Optimization: GridSearch, Bayesian, Random",Coursera Project Network,4.9,7 reviews,"Skills you'll gain: Scikit Learn (Machine Learning Library), Regression Analysis, Performance Tuning, Applied Machine Learning, Machine Learning Methods, Statistical Machine Learning, Bayesian Network, Machine Learning",Beginner,Guided Project,Less Than 2 Hours
Computer Vision: YOLO Custom Object Detection with Colab GPU,Packt,2.7,6 reviews,"Skills you'll gain: Image Analysis, Computer Vision, Artificial Neural Networks, Python Programming, Deep Learning, Real Time Data, Google Cloud Platform, Applied Machine Learning, Development Environment, Data Collection, Software Installation, System Configuration, Machine Learning",Beginner,Course,3 - 6 Months
Getting Started with CyberGIS,University of Illinois Urbana-Champaign,4.2,29 reviews,"Skills you'll gain: Geospatial Information and Technology, Geographic Information Systems, Apache Hadoop, Spatial Data Analysis, Geospatial Mapping, Big Data, Matplotlib, Data Processing, Computational Thinking, Distributed Computing, Data Manipulation",Beginner,Course,1 - 3 Months
ChatGPT + Zapier: Automate Email Replies with AI,Vanderbilt University,4.8,18 reviews,"Skills you'll gain: ChatGPT, Gmail, Google Workspace, Google Docs, Workflow Management, Automation, Business Correspondence, Customer Inquiries, Administrative Support and Clerical Tasks, Scheduling, Communication Strategies, Real Time Data",Beginner,Course,1 - 4 Weeks
Python Fundamentals and Data Science Essentials,Packt,N/A,N/A,"Skills you'll gain: Matplotlib, Linear Algebra, NumPy, Data Visualization Software, Seaborn, Pandas (Python Package), Machine Learning, Supervised Learning, Data Analysis, Jupyter, Python Programming, Data Manipulation, Programming Principles, Regression Analysis, Data Structures",Beginner,Course,1 - 3 Months
Planning a Generative AI Project,Amazon Web Services,4.4,96 reviews,"Skills you'll gain: Generative AI, Business Planning, Technology Roadmaps, Project Risk Management, Project Planning, Risk Analysis, Artificial Intelligence",Beginner,Course,1 - 4 Weeks
Natural Language Processing with Real-World Projects,Packt,N/A,N/A,"Skills you'll gain: Matplotlib, Pandas (Python Package), Data Visualization, Natural Language Processing, NumPy, Linear Algebra, Deep Learning, Semantic Web, Data Manipulation, Machine Learning Algorithms, Machine Learning, Supervised Learning, Text Mining, Data Processing, Machine Learning Methods, Unstructured Data, Applied Machine Learning, Markov Model, Dimensionality Reduction, Python Programming",Beginner,Specialization,3 - 6 Months
Decision Tree Classifier for Beginners in R,Coursera Project Network,4.8,6 reviews,"Skills you'll gain: Classification And Regression Tree (CART), Decision Tree Learning, Predictive Modeling, Data Manipulation, Statistical Modeling, R Programming, Supervised Learning, Machine Learning Algorithms, Test Data",Beginner,Guided Project,Less Than 2 Hours
Decoding AI: A Deep Dive into AI Models and Predictions,University of Michigan,4.8,9 reviews,"Skills you'll gain: Generative AI, Data Ethics, Data Analysis, Data-Driven Decision-Making, Artificial Intelligence, OpenAI, Artificial Intelligence and Machine Learning (AI/ML), Big Data, Predictive Modeling, Machine Learning, ChatGPT",Beginner,Course,1 - 4 Weeks
Basic Statistics in Python (Correlations and T-tests),Coursera Project Network,4.3,32 reviews,"Skills you'll gain: Exploratory Data Analysis, Box Plots, Correlation Analysis, Data Visualization, Scatter Plots, Data Cleansing, Statistical Visualization, Data Manipulation, Pandas (Python Package), Statistical Hypothesis Testing, Descriptive Statistics, Statistical Analysis, Data Analysis, Probability & Statistics, Python Programming",Beginner,Guided Project,Less Than 2 Hours
TensorFlow for Beginners: Basic Binary Image Classification,Coursera Project Network,N/A,N/A,"Skills you'll gain: Tensorflow, Image Analysis, Artificial Neural Networks, Data Processing, Network Model, Artificial Intelligence and Machine Learning (AI/ML), Applied Machine Learning, Computer Vision, Deep Learning, Data Manipulation, Machine Learning",Beginner,Guided Project,Less Than 2 Hours
Introduction to Data Visualization in Qlik Sense,Coursera Instructor Network,4.6,35 reviews,"Skills you'll gain: Data Visualization, Data-Driven Decision-Making, Data Visualization Software, Interactive Data Visualization, Business Intelligence, Data Storytelling, Data Presentation, Dashboard",Beginner,Course,1 - 4 Weeks
AI-Powered Data Analysis: A Practical Introduction,University of Michigan,4.3,12 reviews,"Skills you'll gain: Analytical Skills, Data Analysis, Data Cleansing, Generative AI, ChatGPT, Exploratory Data Analysis, Data Visualization Software, Jupyter, Statistical Analysis, Artificial Intelligence, Data Collection, Data Management, GitHub, Technical Support, Git (Version Control System)",Beginner,Course,1 - 4 Weeks
Master Data Analysis with Pandas: Learning Path 1 (Enhanced),Coursera Project Network,4.6,25 reviews,"Skills you'll gain: Pandas (Python Package), Data Manipulation, Data Analysis, Exploratory Data Analysis, NumPy, Python Programming",Beginner,Guided Project,Less Than 2 Hours
Next-Generation AI Assistant: Claude by Anthropic,Coursera Instructor Network,4.4,14 reviews,"Skills you'll gain: Marketing Materials, Copywriting, ChatGPT, Generative AI, Marketing Design, Advertising Campaigns, Product Promotion, Promotional Strategies, Content Creation, New Product Development, Persuasive Communication, Product Marketing, Artificial Intelligence, Natural Language Processing, Digital Marketing",Beginner,Course,1 - 4 Weeks
Solving ML Regression Problems with AWS AutoGluon,Coursera Project Network,N/A,N/A,"Skills you'll gain: AWS SageMaker, Applied Machine Learning, Predictive Modeling, Machine Learning, Machine Learning Algorithms, Amazon Web Services, Regression Analysis",Beginner,Guided Project,Less Than 2 Hours
Generative AI: Impact on Business and Society,University of Michigan,4.9,29 reviews,"Skills you'll gain: Consumer Behaviour, Business Risk Management, Business Operations, Risk Analysis, Generative AI, Socioeconomics, Decision Support Systems, Business Ethics, Global Marketing, Social Sciences, Artificial Intelligence, Environmental Issue, Public Safety and National Security",Beginner,Course,1 - 4 Weeks
Build your first Search Engine using AWS Kendra,Coursera Project Network,4.5,25 reviews,"Skills you'll gain: Amazon Web Services, Amazon S3, Information Architecture, Web Analytics and SEO, Data Management",Beginner,Guided Project,Less Than 2 Hours
Mastering Data Analysis with Pandas: Learning Path Part 5,Coursera Project Network,4.6,16 reviews,"Skills you'll gain: Pandas (Python Package), Data Visualization, Plot (Graphics), Data Manipulation, Data Cleansing, Histogram, Text Mining, Data Analysis, Python Programming",Beginner,Guided Project,Less Than 2 Hours
AI Agents and Agentic AI with Python & Generative AI,Vanderbilt University,N/A,N/A,"Skills you'll gain: Generative AI, Artificial Intelligence and Machine Learning (AI/ML), Artificial Intelligence, ChatGPT, Business Process Automation, Strategic Thinking, Automation, Business Intelligence, Python Programming, Workflow Management, Emerging Technologies, Innovation, Business Strategy, Competitive Analysis",Beginner,Course,1 - 3 Months
GenAI for Product Managers,Coursera Instructor Network,3.6,13 reviews,"Skills you'll gain: Agile Product Development, Product Management, Generative AI, Product Development, New Product Development, Ideation, Data Ethics, Market Intelligence, Market Analysis, Technical Documentation, Project Documentation, Artificial Intelligence, Ethical Standards And Conduct",Beginner,Course,1 - 4 Weeks
Data Visualization with Tableau,Board Infinity,3.7,12 reviews,"Skills you'll gain: Data Storytelling, Data Presentation, Dashboard, Data Visualization Software, Interactive Data Visualization, Tableau Software, Data Transformation, Exploratory Data Analysis, Scatter Plots, Heat Maps, Histogram",Beginner,Course,1 - 4 Weeks
Building a Generative AI-Ready Organization,Amazon Web Services,4.4,59 reviews,"Skills you'll gain: Strategic Decision-Making, Data-Driven Decision-Making, Competitive Intelligence, Business Leadership, Organizational Strategy, Innovation, Business Strategy, Business Strategies, Operational Efficiency, Technology Strategies, Business Process Automation, Program Implementation, Project Implementation, Technology Solutions, Competitive Analysis",Beginner,Course,1 - 4 Weeks
Programming for Data Science,University of Leeds,4.3,24 reviews,"Skills you'll gain: Jupyter, Programming Principles, Computer Programming, Python Programming, Development Environment, Scripting, Data Structures, Data Manipulation, Debugging",Beginner,Course,1 - 4 Weeks
Responsible AI Practices,Amazon Web Services,3.7,19 reviews,"Skills you'll gain: Human Centered Design, Data Ethics, Human Computer Interaction, Artificial Intelligence, AWS SageMaker, Amazon Web Services, Artificial Intelligence and Machine Learning (AI/ML), Machine Learning",Beginner,Course,1 - 4 Weeks
The History and Relevance of the Rise of Generative AI,Vanderbilt University,N/A,N/A,"Skills you'll gain: Generative AI, Artificial Intelligence and Machine Learning (AI/ML), Artificial Intelligence, Emerging Technologies, Deep Learning, Machine Learning Algorithms",Beginner,Course,1 - 4 Weeks
Deep Learning: Recurrent Neural Networks with Python,Packt,N/A,N/A,"Skills you'll gain: PyTorch (Machine Learning Library), Tensorflow, Artificial Intelligence, Applied Machine Learning, Artificial Neural Networks, Deep Learning, Artificial Intelligence and Machine Learning (AI/ML), Application Deployment, Text Mining, Machine Learning, Natural Language Processing, Predictive Modeling, Network Model, Time Series Analysis and Forecasting, Network Architecture, Predictive Analytics, Algorithms",Beginner,Specialization,1 - 3 Months
"Data Science with NumPy, Sets, and Dictionaries",Duke University,3.4,12 reviews,"Skills you'll gain: Data Structures, NumPy, Data Science, Object Oriented Programming (OOP), Python Programming, Data Analysis, Image Analysis, Data Manipulation, Descriptive Statistics, Performance Tuning, Linear Algebra, Probability & Statistics",Beginner,Course,1 - 4 Weeks
User Awareness and Education for Generative AI,Coursera Instructor Network,4.5,20 reviews,"Skills you'll gain: Data Ethics, Generative AI, Artificial Intelligence, Business Ethics, ChatGPT, End User Training and Support, Human Computer Interaction, Artificial Intelligence and Machine Learning (AI/ML), User Feedback, Creativity, Decision Support Systems, Emerging Technologies, Information Privacy, Content Creation",Beginner,Course,1 - 4 Weeks
Alteryx for Beginners,Packt,4.6,12 reviews,"Skills you'll gain: Alteryx, Spatial Analysis, Data Transformation, Data Cleansing, Data Import/Export, Data Presentation, Data Manipulation, Geographic Information Systems, Data Visualization, Data Processing, Data Wrangling, Data Mapping, Data Compilation, Data Analysis, Data Integration, Automation",Beginner,Course,3 - 6 Months
Compare Models with Experiments in Azure ML Studio,Coursera Project Network,N/A,N/A,"Skills you'll gain: Jupyter, Plot (Graphics), Microsoft Azure, Applied Machine Learning, Scikit Learn (Machine Learning Library), Data Visualization, Machine Learning, Regression Analysis",Beginner,Guided Project,Less Than 2 Hours
Developing AI Policy,Fred Hutchinson Cancer Center,4.5,16 reviews,"Skills you'll gain: Policy Development, Data Ethics, Human Resource Policies, Compliance Training, Stakeholder Engagement, Compliance Management, Procedure Development, Artificial Intelligence, Law, Regulation, and Compliance, Governance, Stakeholder Communications, Business Ethics, Ethical Standards And Conduct, Regulatory Requirements, General Data Protection Regulation (GDPR), Generative AI, Organizational Strategy, Data Security, Business Risk Management",Beginner,Course,1 - 4 Weeks
Statistics and Clustering in Python,University of London,4.1,8 reviews,"Skills you'll gain: Pandas (Python Package), NumPy, Probability & Statistics, Unsupervised Learning, Data Science, Statistics, Data Analysis, Statistical Analysis, Jupyter, Machine Learning Algorithms, Data Manipulation, Descriptive Statistics, Matplotlib, Data Visualization Software, Python Programming",Beginner,Course,1 - 4 Weeks
Foundational Mathematics for AI,Johns Hopkins University,N/A,N/A,"Skills you'll gain: Descriptive Statistics, Linear Algebra, Exploratory Data Analysis, Data-Driven Decision-Making, Data Analysis, Bayesian Statistics, Statistics, Artificial Intelligence and Machine Learning (AI/ML), Artificial Intelligence, Probability, Regression Analysis, Probability & Statistics, Calculus, Statistical Analysis, Advanced Mathematics, Applied Mathematics, Probability Distribution, Mathematical Modeling, Integral Calculus, Algebra",Beginner,Course,1 - 3 Months
Predict Ad Clicks Using Logistic Regression and XG-Boost,Coursera Project Network,4.5,8 reviews,"Skills you'll gain: Scikit Learn (Machine Learning Library), Data Visualization, Feature Engineering, Customer Analysis, Predictive Modeling, Predictive Analytics, Marketing Analytics, Applied Machine Learning, Data Cleansing, Advertising, Performance Measurement",Beginner,Guided Project,Less Than 2 Hours
AI Agents: From Prompts to Multi-Agent Systems,"University of California, Davis",N/A,N/A,"Skills you'll gain: Generative AI, Artificial Intelligence and Machine Learning (AI/ML), OpenAI, Artificial Intelligence, ChatGPT, Automation, Algorithms",Beginner,Course,1 - 3 Months
Data Wrangling with Python,University of Colorado Boulder,4.6,27 reviews,"Skills you'll gain: Matplotlib, Web Scraping, Pivot Tables And Charts, Pandas (Python Package), Data Integration, Seaborn, Data Manipulation, Exploratory Data Analysis, Data Wrangling, Data Visualization, Data-Driven Decision-Making, Data Transformation, Data Processing, NumPy, Data Cleansing, Data Presentation, Data Visualization Software, Descriptive Statistics, Data Analysis, Data Import/Export",Beginner,Specialization,3 - 6 Months
Power BI for Beginners: Interactive Dashboard Fundamentals,Coursera Project Network,N/A,N/A,"Skills you'll gain: Key Performance Indicators (KPIs), Power BI, Dashboard, Data Visualization, Interactive Data Visualization, Data Storytelling, Business Metrics, Performance Analysis, Data Analysis Expressions (DAX), Data Visualization Software, Data Import/Export, Business Intelligence, Regional Sales, Sales Pipelines",Beginner,Guided Project,Less Than 2 Hours
GenAI for Everyone,Coursera Instructor Network,4.7,40 reviews,"Skills you'll gain: Generative AI, Data Ethics, ChatGPT, Human Resource Strategy, Ideation, Brainstorming, Workforce Planning, People Development, Workforce Development, Content Creation, Marketing, Natural Language Processing",Beginner,Course,1 - 4 Weeks
Practical AI for Professionals,Northeastern University,N/A,N/A,"Skills you'll gain: Feature Engineering, Exploratory Data Analysis, Artificial Intelligence, Artificial Intelligence and Machine Learning (AI/ML), Data Analysis, Business Strategy, Business Solutions, Machine Learning, Data Management, Computer Vision, Unstructured Data, Predictive Modeling, Deep Learning, Natural Language Processing",Beginner,Course,1 - 4 Weeks
Data Augmented Technology Assisted Medical Decision Making,University of Michigan,N/A,N/A,"Skills you'll gain: Statistical Methods, Health Care Procedure and Regulation, Clinical Research, Data Ethics, Health Care, Technical Communication, Statistical Analysis, Machine Learning, Artificial Intelligence, Regulatory Compliance, Artificial Intelligence and Machine Learning (AI/ML), Predictive Modeling",Beginner,Course,1 - 4 Weeks
Empowering and Transforming Your Organization with GenAI,Coursera,5,23 reviews,"Skills you'll gain: Organizational Change, Business Transformation, Stakeholder Communications, Communication, Internal Communications, Employee Training, Organizational Effectiveness, Workforce Development, Stakeholder Engagement, Stakeholder Management, Business Leadership, Digital Transformation, Change Management, Corporate Strategy, Artificial Intelligence, Business Strategy",Beginner,Course,1 - 4 Weeks
Nursing Informatics Leadership Theory and Practice,University of Minnesota,4.6,48 reviews,"Skills you'll gain: Clinical Leadership, Nursing Management, Leadership, Nursing Administration, Initiative and Leadership, Nursing, Health Care Administration, Innovation, Organizational Effectiveness, Systems Thinking, Professional Development, Self-Awareness, Interpersonal Communications",Beginner,Course,1 - 3 Months
Identifying the Right Role for Yourself,"University of California, Irvine",N/A,N/A,"Skills you'll gain: Artificial Intelligence, Machine Learning, Data Science, Data Analysis, Data Architecture, Big Data, Business Analysis, Cloud Computing Architecture",Beginner,Course,1 - 4 Weeks
Data Science for Professionals,Coursera Instructor Network,4.6,10 reviews,"Skills you'll gain: Predictive Modeling, Data Visualization, Predictive Analytics, Statistical Analysis, Data Manipulation, Data Analysis, Data Science, Pandas (Python Package), Statistics, Data Wrangling, Data Cleansing, Data-Driven Decision-Making, Business Analytics, Machine Learning",Beginner,Course,1 - 4 Weeks
Generative AI and Model Selection,Vanderbilt University,4.7,7 reviews,"Skills you'll gain: Generative AI, Applied Machine Learning, Application Deployment, Deep Learning, MLOps (Machine Learning Operations), Cloud Computing Architecture, Artificial Intelligence, Machine Learning Methods, Systems Architecture",Beginner,Course,1 - 4 Weeks
LangChain: Application Development Essentials,Coursera Instructor Network,3.2,23 reviews,"Skills you'll gain: Application Development, Cloud Applications, OpenAI, Application Frameworks, Generative AI, Artificial Intelligence, Natural Language Processing",Beginner,Course,1 - 4 Weeks
Ethics and Governance in the Age of Generative AI,Northeastern University,N/A,N/A,"Skills you'll gain: Generative AI, Data Ethics, Data Governance, Governance, Artificial Intelligence, Machine Learning, Artificial Intelligence and Machine Learning (AI/ML), Ethical Standards And Conduct, Mitigation, Emerging Technologies, Social Justice",Beginner,Course,1 - 3 Months
ChatGPT & Generative AI for Data Analytics,Maven Analytics,N/A,N/A,"Skills you'll gain: Generative AI, ChatGPT, Data Analysis Expressions (DAX), Power BI, Deep Learning, Excel Formulas, Google Sheets, Microsoft Excel, Artificial Intelligence, Data Analysis, Python Programming, SQL, Technical Communication, Automation, Debugging",Beginner,Course,1 - 3 Months
Perplexity.AI for Beginners: AI-Powered Search,Coursera Project Network,3.5,11 reviews,"Skills you'll gain: Artificial Intelligence, Information Architecture, Generative AI, Data Collection, Text Mining, File Management, Unstructured Data",Beginner,Guided Project,Less Than 2 Hours
Foundations of Data Analysis with Pandas and Python,Packt,4.8,16 reviews,"Skills you'll gain: Data Import/Export, Pandas (Python Package), Pivot Tables And Charts, Jupyter, Microsoft Excel, Data Analysis, Data Manipulation, Data Wrangling, Programming Principles, Python Programming, Data Structures, Development Environment, Object Oriented Programming (OOP)",Beginner,Course,1 - 4 Weeks
Reproducible Templates for Analysis and Dissemination,Emory University,4.7,18 reviews,"Skills you'll gain: Rmarkdown, Technical Documentation, Software Documentation, Document Management, Technical Writing, Data Sharing, General Science and Research, Technical Communication, R Programming, YAML, Automation, HTML and CSS, Version Control",Beginner,Course,1 - 3 Months
Deep Neural Network for Beginners Using Python,Packt,N/A,N/A,"Skills you'll gain: Deep Learning, Data Processing, Artificial Neural Networks, NumPy, Applied Machine Learning, Python Programming, Artificial Intelligence and Machine Learning (AI/ML), Network Architecture, Machine Learning Algorithms, Machine Learning, Algorithms",Beginner,Course,1 - 3 Months
Microsoft Copilot for Excel: AI-Powered Data Analysis,Maven Analytics,N/A,N/A,"Skills you'll gain: Microsoft Excel, Pivot Tables And Charts, Excel Formulas, Human Resources Software, Data Manipulation, Data Analysis, ChatGPT, Artificial Intelligence, Data Visualization Software, Python Programming, Generative AI",Beginner,Course,1 - 3 Months
Navigating Generative AI Risks for Leaders,Coursera,4.9,34 reviews,"Skills you'll gain: Data Ethics, Generative AI, Compliance Management, Business Ethics, Governance Risk Management and Compliance, Governance, Artificial Intelligence, Business Risk Management, Regulatory Requirements, Risk Management, Personally Identifiable Information, Data Security, Business Strategy",Beginner,Course,1 - 4 Weeks
AI-Enhanced Content Creation:Elevate Copywriting with Humata,Coursera Instructor Network,3.7,13 reviews,"Skills you'll gain: Target Audience, Marketing Psychology, Marketing Automation, Copywriting, Advertising, Marketing Materials, Advertising Campaigns, Content Marketing, Generative AI, Content Creation, Facebook, Marketing Communications, Social Media Content",Beginner,Course,1 - 4 Weeks
Generative AI Applications and Popular Tools,Edureka,4.8,6 reviews,"Skills you'll gain: Generative AI, Computer Vision, Image Analysis, OpenAI, Software Development Tools, GitHub, Artificial Intelligence, Application Development, Natural Language Processing, Creative Design",Beginner,Course,1 - 3 Months
Deploy A Microsoft Azure Speech To Text Web App,Coursera Project Network,4,6 reviews,"Skills you'll gain: Application Deployment, Microsoft Azure, Cloud Services, Natural Language Processing, Web Applications, Cloud Computing, Application Development, Python Programming",Beginner,Guided Project,Less Than 2 Hours
"Security, Compliance, and Governance for AI Solutions",Amazon Web Services,4.7,37 reviews,"Skills you'll gain: Data Governance, AWS Identity and Access Management (IAM), Cloud Security, Amazon Web Services, Cyber Governance, AWS SageMaker, Information Systems Security, Security Controls, IT Security Architecture",Beginner,Course,1 - 4 Weeks
Data Preparation and Management,Microsoft,4.9,8 reviews,"Skills you'll gain: Extract, Transform, Load, Data Cleansing, Power BI, Data Transformation, Data Management, Data Quality, Data Integration, Data Modeling, Data Import/Export, Data Storage",Beginner,Course,1 - 4 Weeks
Introduction to RNN and DNN,Packt,N/A,N/A,"Skills you'll gain: PyTorch (Machine Learning Library), Artificial Intelligence, Applied Machine Learning, Artificial Neural Networks, Deep Learning, Artificial Intelligence and Machine Learning (AI/ML), Application Deployment, Machine Learning, Natural Language Processing, Network Model, Network Architecture",Beginner,Course,1 - 4 Weeks
AI-Enhanced Presentations Captivating Audiences with TOME,Coursera Instructor Network,N/A,N/A,"Skills you'll gain: Generative AI, Presentations, Microsoft PowerPoint, Document Management, Graphic and Visual Design, Artificial Intelligence",Beginner,Course,1 - 4 Weeks
Getting Started with Amazon Personalize,Amazon Web Services,N/A,N/A,"Skills you'll gain: Amazon Web Services, Amazon S3, Predictive Modeling, Applied Machine Learning, Technology Solutions",Beginner,Course,1 - 4 Weeks
Landing.AI for Beginners: Build Data Visualization AI Models,Coursera Project Network,N/A,N/A,"Skills you'll gain: Generative AI, Image Analysis, Application Deployment, Computer Vision, Visualization (Computer Graphics), Applied Machine Learning, Cloud Computing, Artificial Intelligence",Beginner,Course,1 - 4 Weeks
Create Mapping Data Flows in Azure Data Factory,Coursera Project Network,4.8,8 reviews,"Skills you'll gain: Microsoft Azure, Data Transformation, Data Pipelines, Extract, Transform, Load, Dataflow, Data Integration, Data Storage",Beginner,Guided Project,Less Than 2 Hours
Data Analysis in R with RStudio & Tidyverse,Codio,4.3,18 reviews,"Skills you'll gain: Descriptive Statistics, Statistical Hypothesis Testing, Correlation Analysis, Tidyverse (R Package), Data Analysis, Regression Analysis, Probability & Statistics, Data Import/Export, Statistical Analysis, R Programming, Exploratory Data Analysis, Data Wrangling, Data Manipulation",Beginner,Course,1 - 3 Months
